,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
140,141,https://insights.blackcoffer.com/big-data-analytics-to-bring-transparency-and-good-governance/,0.248,0.052,0.6533311555628148,0.0006060606048362412,25,0.0,9.83529411764706,6,0,836,5366,2,6
141,142,https://insights.blackcoffer.com/how-political-leaders-will-shape-tomorrow-using-big-data-analytics/,0.229,0.048,0.6534272439449677,0.00039402560399142875,33,0.0,13.13684210526316,6,0,1248,7722,9,6
142,143,https://insights.blackcoffer.com/big-data-and-analytics-to-help-form-political-leaders-win-election/,0.212,0.053,0.5999977358576005,0.00046819787903145256,18,0.0,7.3886792452830194,6,0,979,6107,6,6
143,144,https://insights.blackcoffer.com/the-emergence-of-data-analytics/,0.226,0.034,0.738458698235776,0.0007471264346346942,18,0.0,7.096774193548388,6,0,550,3492,8,6
144,145,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies-2/,0.241,0.037,0.7338103100348561,0.0003228803712858532,20,0.0,8.145945945945945,6,0,1507,9281,56,6
145,146,https://insights.blackcoffer.com/the-prospective-recipe-of-success-in-the-age-of-analytics/,0.211,0.036,0.7084991558738628,0.0003731117819137284,20,0.0,7.803076923076924,6,0,1268,7718,13,6
146,147,https://insights.blackcoffer.com/using-people-analytics-to-drive-business-performance/,0.215,0.039,0.6929106578320559,0.0007215909070409349,23,0.0,9.200000000000001,6,0,690,3988,5,6
147,148,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies/,0.254,0.103,0.4229680028907483,0.0005211678824508498,20,0.0,7.96,6,0,1194,7322,48,6
148,149,https://insights.blackcoffer.com/big-data-analytics-through-iot-in-oil-and-gas-industry/,0.191,0.123,0.21655981987318515,0.000340195015882779,20,0.0,8.101333333333335,6,0,1519,9716,26,6
149,150,https://insights.blackcoffer.com/how-big-data-and-analytics-is-helping-marketing-leaders/,0.187,0.015,0.8514809332627065,0.00047754137002945304,19,0.0,7.66,6,0,766,4696,9,6
150,151,https://insights.blackcoffer.com/what-analytics-outsourcing-engagement-model-is-right-for-you/,0.339,0.042,0.7795255130563963,0.0014999999940944883,23,0.0,9.180952380952382,6,0,482,3001,14,6
151,152,https://insights.blackcoffer.com/big-data-analytics-solving-problems-banking-and-finance-industry/,0.19,0.072,0.45037996038183065,0.0004943396217087932,19,0.0,7.537254901960785,6,0,961,5891,8,6
152,153,https://insights.blackcoffer.com/analytics-healthcare-industry/,0.236,0.078,0.5031831108818124,0.000767726159492112,20,0.0,8.047058823529412,7,0,684,4501,3,7
153,154,https://insights.blackcoffer.com/business-analytics-textile-industry/,0.224,0.014,0.8823492338267486,0.0005096359732127709,34,0.0,13.552000000000001,6,0,847,5304,7,6
154,155,https://insights.blackcoffer.com/big-data-marketing-reality/,0.22,0.055,0.5999978181897521,0.0004867256628553528,23,0.0,9.227906976744185,6,0,992,6058,7,6
155,156,https://insights.blackcoffer.com/understanding-millennial-market/,0.178,0.118,0.2027020178985882,0.0008809523783304988,25,0.0,9.878260869565217,6,0,568,3603,2,6
156,157,https://insights.blackcoffer.com/analytics-helping-fashion-e-tailers-develop-markets-developing-countries/,0.205,0.018,0.8385612620571209,0.0005425790741056469,21,0.0,8.423529411764706,6,0,716,4440,4,6
157,158,https://insights.blackcoffer.com/big-data-analytics-change-healthcare-developing-countries/,0.281,0.017,0.885903067439371,0.0008119890986049345,28,0.0,11.01818181818182,6,0,606,3910,12,6
158,159,https://insights.blackcoffer.com/big-data-analytics-help-voters-know-political-leaders/,0.173,0.016,0.830683435537378,0.0004457547159298238,26,0.0,10.440000000000001,6,0,783,4588,2,6
159,160,https://insights.blackcoffer.com/digital-transformation-oil-gas/,0.201,0.081,0.4255304059205464,0.0007067669155218875,26,0.0,10.200000000000001,6,0,663,4305,7,6
160,161,https://insights.blackcoffer.com/data-analytics-reduce-cost-production/,0.293,0.024,0.8485777647389124,0.000689130433284499,34,0.0,13.652173913043478,6,0,785,4807,12,6
161,162,https://insights.blackcoffer.com/gaining-insights-internal-data-retail/,0.219,0.055,0.5985379615402864,0.0007365591378049486,24,0.0,9.783333333333333,7,0,587,3837,10,7
162,163,https://insights.blackcoffer.com/role-big-data-cyber-security/,0.257,0.087,0.49418460992845964,0.0007092783490530342,27,0.0,10.874074074074075,7,0,734,4993,2,7
163,164,https://insights.blackcoffer.com/role-big-data-healthcare/,0.243,0.118,0.34625942864424203,0.000539611359432569,22,0.0,8.76734693877551,7,0,1074,7202,10,7
164,165,https://insights.blackcoffer.com/data-driven-dashboards/,0.177,0.043,0.6090881405084524,0.00047722342629669535,22,0.0,8.642105263157895,6,0,821,5028,9,6
165,166,https://insights.blackcoffer.com/role-big-data-academia/,0.152,0.039,0.5916199391626221,0.00022874251469611674,23,0.0,9.103030303030303,6,0,1502,9304,8,6
166,167,https://insights.blackcoffer.com/sales-forecasting-in-retail/,0.17,0.07,0.4166649305627893,0.0005417607211246937,24,0.0,9.506666666666666,7,0,713,4783,15,7
167,168,https://insights.blackcoffer.com/detect-data-exfiltration-over-the-network/,0.149,0.146,0.010169457052687967,0.0004828150564929377,17,0.0,6.921428571428571,7,0,969,6323,20,7
168,169,https://insights.blackcoffer.com/data-exfiltration/,0.057,0.065,-0.06557323300628684,0.000450184500183821,18,0.0,7.2740740740740755,6,0,491,2861,10,6
169,170,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,0.193,0.112,0.2655728997609844,0.0019182389816462958,29,0.0,11.72,6,0,293,1770,6,6
